verb,meaning,tense,pronoun,form,page
Savoir,know,présent,Nous,savons,95
Savoir,know,passé composé,Nous,avons su,95
Savoir,know,imparfait,Nous,savions,95
Savoir,know,plus-que-parfait,Nous,avions su,95
Savoir,know,présent,Vous,savez,95
Savoir,know,passé composé,Vous,avez su,95
Savoir,know,imparfait,Vous,saviez,95
Savoir,know,plus-que-parfait,Vous,aviez su,95
Savoir,know,présent,Ils/elles,savent,95
Savoir,know,passé composé,Ils/elles,ont su,95
Savoir,know,imparfait,Ils/elles,savaient,95
Savoir,know,plus-que-parfait,Ils/elles,avaient su,95
Savoir,know,futur simple,Je,saurai,95
Savoir,know,futur antérieur,J',aurai su,95
Savoir,know,futur simple,Tu,sauras,95
Savoir,know,futur antérieur,Tu,auras su,95
Savoir,know,futur simple,Il/elle,saura,95
Savoir,know,futur antérieur,Il/elle,aura su,95
Savoir,know,futur simple,Nous,saurons,95
Savoir,know,futur antérieur,Nous,aurons su,95
Savoir,know,futur simple,Vous,saurez,95
Savoir,know,futur antérieur,Vous,aurez su,95
Savoir,know,futur simple,Ils/elles,sauront,95
Savoir,know,futur antérieur,Ils/elles,auront su,95
Savoir,know,conditionnel présent,Je,saurais,95
Savoir,know,conditionnel passé,J',aurais su,95
Savoir,know,conditionnel présent,Tu,saurais,95
Savoir,know,conditionnel passé,Tu,aurais su,95
Savoir,know,conditionnel présent,Il/elle,saurait,95
Savoir,know,conditionnel passé,Il/elle,aurait su,95
Savoir,know,conditionnel présent,Nous,saurions,95
Savoir,know,conditionnel passé,Nous,aurions su,95
Savoir,know,conditionnel présent,Vous,sauriez,95
Savoir,know,conditionnel passé,Vous,auriez su,95
Savoir,know,conditionnel présent,Ils/elles,sauraient,95
Savoir,know,conditionnel passé,Ils/elles,auraient su,95
Savoir,know,subjonctif présent,Que je,sache,95
Savoir,know,impératif présent,Tu,Sache,95
Savoir,know,subjonctif présent,Que tu,saches,95
Savoir,know,impératif présent,Nous,Sachons,95
Savoir,know,subjonctif présent,Qu'il/elle,sache,95
Savoir,know,impératif présent,Vous,Sachez,95
Savoir,know,subjonctif présent,Que nous,sachions,95
Savoir,know,subjonctif présent,Que vous,sachiez,95
Savoir,know,subjonctif présent,Qu'ils/elles,sachent,95
Servir,serve,présent,Je,sers,96
Servir,serve,passé composé,J',ai servi,96
Servir,serve,imparfait,Je,servais,96
Servir,serve,plus-que-parfait,J',avais servi,96
Servir,serve,présent,Tu,sers,96
Servir,serve,passé composé,Tu,as servi,96
Servir,serve,imparfait,Tu,servais,96
Servir,serve,plus-que-parfait,Tu,avais servi,96
Servir,serve,présent,Il/elle,sert,96
Servir,serve,passé composé,Il/elle,a servi,96
Servir,serve,imparfait,Il/elle,servait,96
Servir,serve,plus-que-parfait,Il/elle,avait servi,96
Servir,serve,présent,Nous,servons,96
Servir,serve,passé composé,Nous,avons servi,96
Servir,serve,imparfait,Nous,servions,96
Servir,serve,plus-que-parfait,Nous,avions servi,96
Servir,serve,présent,Vous,servez,96
Servir,serve,passé composé,Vous,avez servi,96
Servir,serve,imparfait,Vous,serviez,96
Servir,serve,plus-que-parfait,Vous,aviez servi,96
Servir,serve,présent,Ils/elles,servent,96
Servir,serve,passé composé,Ils/elles,ont servi,96
Servir,serve,imparfait,Ils/elles,servaient,96
Servir,serve,plus-que-parfait,Ils/elles,avaient servi,96
Servir,serve,futur simple,Je,servirai,96
Servir,serve,futur antérieur,J',aurai servi,96
Servir,serve,futur simple,Tu,serviras,96
Servir,serve,futur antérieur,Tu,auras servi,96
Servir,serve,futur simple,Il/elle,servira,96
Servir,serve,futur antérieur,Il/elle,aura servi,96
Servir,serve,futur simple,Nous,servirons,96
Servir,serve,futur antérieur,Nous,aurons servi,96
Servir,serve,futur simple,Vous,servirez,96
Servir,serve,futur antérieur,Vous,aurez servi,96
Servir,serve,futur simple,Ils/elles,serviront,96
Servir,serve,futur antérieur,Ils/elles,auront servi,96
Servir,serve,conditionnel présent,Je,servirais,96
Servir,serve,conditionnel passé,J',aurais servi,96
Servir,serve,conditionnel présent,Tu,servirais,96
Servir,serve,conditionnel passé,Tu,aurais servi,96
Servir,serve,conditionnel présent,Il/elle,servirait,96
Servir,serve,conditionnel passé,Il/elle,aurait servi,96
Servir,serve,conditionnel présent,Nous,servirions,96
Servir,serve,conditionnel passé,Nous,aurions servi,96
Servir,serve,conditionnel présent,Vous,serviriez,96
Servir,serve,conditionnel passé,Vous,auriez servi,96
Servir,serve,conditionnel présent,Ils/elles,serviraient,96
Servir,serve,conditionnel passé,Ils/elles,auraient servi,96
Servir,serve,subjonctif présent,Que je,serve,96
Servir,serve,impératif présent,Tu,Sers,96
Servir,serve,subjonctif présent,Que tu,serves,96
Servir,serve,impératif présent,Nous,Servons,96
Servir,serve,subjonctif présent,Qu'il/elle,serve,96
Servir,serve,impératif présent,Vous,Servez,96
Servir,serve,subjonctif présent,Que nous,servions,96
Servir,serve,subjonctif présent,Que vous,serviez,96
Servir,serve,subjonctif présent,Qu'ils/elles,servent,96
Suivre,follow,présent,Je,suis,97
Suivre,follow,passé composé,J',ai suivi,97
Suivre,follow,imparfait,Je,suivais,97
Suivre,follow,plus-que-parfait,J',avais suivi,97
Suivre,follow,présent,Tu,suis,97
Suivre,follow,passé composé,Tu,as suivi,97
Suivre,follow,imparfait,Tu,suivais,97
Suivre,follow,plus-que-parfait,Tu,avais suivi,97
Suivre,follow,présent,Il/elle,suit,97
Suivre,follow,passé composé,Il/elle,a suivi,97
Suivre,follow,imparfait,Il/elle,suivait,97
Suivre,follow,plus-que-parfait,Il/elle,avait suivi,97
Suivre,follow,présent,Nous,suivons,97
Suivre,follow,passé composé,Nous,avons suivi,97
Suivre,follow,imparfait,Nous,suivions,97
Suivre,follow,plus-que-parfait,Nous,avions suivi,97
Suivre,follow,présent,Vous,suivez,97
Suivre,follow,passé composé,Vous,avez suivi,97
Suivre,follow,imparfait,Vous,suiviez,97
Suivre,follow,plus-que-parfait,Vous,aviez suivi,97
Suivre,follow,présent,Ils/elles,suivent,97
Suivre,follow,passé composé,Ils/elles,ont suivi,97
Suivre,follow,imparfait,Ils/elles,suivaient,97
Suivre,follow,plus-que-parfait,Ils/elles,avaient suivi,97
Suivre,follow,futur simple,Je,suivrai,97
Suivre,follow,futur antérieur,J',aurai suivi,97
Suivre,follow,futur simple,Tu,suivras,97
Suivre,follow,futur antérieur,Tu,auras suivi,97
Suivre,follow,futur simple,Il/elle,suivra,97
Suivre,follow,futur antérieur,Il/elle,aura suivi,97
Suivre,follow,futur simple,Nous,suivrons,97
Suivre,follow,futur antérieur,Nous,aurons suivi,97
Suivre,follow,futur simple,Vous,suivrez,97
Suivre,follow,futur antérieur,Vous,aurez suivi,97
Suivre,follow,futur simple,Ils/elles,suivront,97
Suivre,follow,futur antérieur,Ils/elles,auront suivi,97
Suivre,follow,conditionnel présent,Je,suivrais,97
Suivre,follow,conditionnel passé,J',aurais suivi,97
Suivre,follow,conditionnel présent,Tu,suivrais,97
Suivre,follow,conditionnel passé,Tu,aurais suivi,97
Suivre,follow,conditionnel présent,Il/elle,suivrait,97
Suivre,follow,conditionnel passé,Il/elle,aurait suivi,97
Suivre,follow,conditionnel présent,Nous,suivrions,97
Suivre,follow,conditionnel passé,Nous,aurions suivi,97
Suivre,follow,conditionnel présent,Vous,suivriez,97
Suivre,follow,conditionnel passé,Vous,auriez suivi,97
Suivre,follow,conditionnel présent,Ils/elles,suivraient,97
Suivre,follow,conditionnel passé,Ils/elles,auraient suivi,97
Suivre,follow,subjonctif présent,Que je,suive,97
Suivre,follow,impératif présent,Tu,Suis,97
Suivre,follow,subjonctif présent,Que tu,suives,97
Suivre,follow,impératif présent,Nous,Suivons,97
Suivre,follow,subjonctif présent,Qu'il/elle,suive,97
Suivre,follow,impératif présent,Vous,Suivez,97
Suivre,follow,subjonctif présent,Que nous,suivions,97
Suivre,follow,subjonctif présent,Que vous,suiviez,97
Suivre,follow,subjonctif présent,Qu'ils/elles,suivent,97
Vaincre,overcome,présent,Je,vaincs,98
Vaincre,overcome,passé composé,J',ai vaincu,98
Vaincre,overcome,imparfait,Je,vainquais,98
Vaincre,overcome,plus-que-parfait,J',avais vaincu,98
Vaincre,overcome,présent,Tu,vaincs,98
Vaincre,overcome,passé composé,Tu,as vaincu,98
Vaincre,overcome,imparfait,Tu,vainquais,98
Vaincre,overcome,plus-que-parfait,Tu,avais vaincu,98
Vaincre,overcome,présent,Il/elle,vainc,98
Vaincre,overcome,passé composé,Il/elle,a vaincu,98
Vaincre,overcome,imparfait,Il/elle,vainquit,98
Vaincre,overcome,plus-que-parfait,Il/elle,avait vaincu,98
Vaincre,overcome,présent,Nous,vainquons,98
Vaincre,overcome,passé composé,Nous,avons vaincu,98
Vaincre,overcome,imparfait,Nous,vainquions,98
Vaincre,overcome,plus-que-parfait,Nous,avions vaincu,98
Vaincre,overcome,présent,Vous,vainquez,98
Vaincre,overcome,passé composé,Vous,avez vaincu,98
Vaincre,overcome,imparfait,Vous,vainquiez,98
Vaincre,overcome,plus-que-parfait,Vous,aviez vaincu,98
Vaincre,overcome,présent,Ils/elles,vainquent,98
Vaincre,overcome,passé composé,Ils/elles,ont vaincu,98
Vaincre,overcome,imparfait,Ils/elles,vainquaient,98
Vaincre,overcome,plus-que-parfait,Ils/elles,avaient vaincu,98
Vaincre,overcome,futur simple,Je,vaincrai,98
Vaincre,overcome,futur antérieur,J',aurai vaincu,98
Vaincre,overcome,futur simple,Tu,vaincras,98
Vaincre,overcome,futur antérieur,Tu,auras vaincu,98
Vaincre,overcome,futur simple,Il/elle,vaincra,98
Vaincre,overcome,futur antérieur,Il/elle,aura vaincu,98
Vaincre,overcome,futur simple,Nous,vaincrons,98
Vaincre,overcome,futur antérieur,Nous,aurons vaincu,98
Vaincre,overcome,futur simple,Vous,vaincrez,98
Vaincre,overcome,futur antérieur,Vous,aurez vaincu,98
Vaincre,overcome,futur simple,Ils/elles,vaincront,98
Vaincre,overcome,futur antérieur,Ils/elles,auront vaincu,98
Vaincre,overcome,conditionnel présent,Je,vaincrais,98
Vaincre,overcome,conditionnel passé,J',aurais vaincu,98
Vaincre,overcome,conditionnel présent,Tu,vaincrais,98
Vaincre,overcome,conditionnel passé,Tu,aurais vaincu,98
Vaincre,overcome,conditionnel présent,Il/elle,vaincrait,98
Vaincre,overcome,conditionnel passé,Il/elle,aurait vaincu,98
Vaincre,overcome,conditionnel présent,Nous,vaincrions,98
Vaincre,overcome,conditionnel passé,Nous,aurions vaincu,98
Vaincre,overcome,conditionnel présent,Vous,vaincriez,98
Vaincre,overcome,conditionnel passé,Vous,auriez vaincu,98
Vaincre,overcome,conditionnel présent,Ils/elles,vaincraient,98
Vaincre,overcome,conditionnel passé,Ils/elles,auraient vaincu,98
Vaincre,overcome,subjonctif présent,Que je,vainque,98
Vaincre,overcome,impératif présent,Tu,Vaincs,98
Vaincre,overcome,subjonctif présent,Que tu,vainques,98
Vaincre,overcome,impératif présent,Nous,Vainquons,98
Vaincre,overcome,subjonctif présent,Qu'il/elle,vainque,98
Vaincre,overcome,impératif présent,Vous,Vainquez,98
Vaincre,overcome,subjonctif présent,Que nous,vainquions,98
Vaincre,overcome,subjonctif présent,Que vous,vainquiez,98
Vaincre,overcome,subjonctif présent,Qu'ils/elles,vainquent,98
Vivre,live,présent,Je,vis,99
Vivre,live,passé composé,J',ai vécu,99
Vivre,live,imparfait,Je,vivais,99
Vivre,live,plus-que-parfait,J',avais vécu,99
Vivre,live,présent,Tu,vis,99
Vivre,live,passé composé,Tu,as vécu,99
Vivre,live,imparfait,Tu,vivais,99
Vivre,live,plus-que-parfait,Tu,avais vécu,99
Vivre,live,présent,Il/elle,vit,99
Vivre,live,passé composé,Il/elle,a vécu,99
Vivre,live,imparfait,Il/elle,vivait,99
Vivre,live,plus-que-parfait,Il/elle,avait vécu,99
Vivre,live,présent,Nous,vivons,99
Vivre,live,passé composé,Nous,avons vécu,99
Vivre,live,imparfait,Nous,vivions,99
Vivre,live,plus-que-parfait,Nous,avions vécu,99
Vivre,live,présent,Vous,vivez,99
Vivre,live,passé composé,Vous,avez vécu,99
Vivre,live,imparfait,Vous,viviez,99
Vivre,live,plus-que-parfait,Vous,aviez vécu,99
Vivre,live,présent,Ils/elles,vivent,99
Vivre,live,passé composé,Ils/elles,ont vécu,99
Vivre,live,imparfait,Ils/elles,vivaient,99
Vivre,live,plus-que-parfait,Ils/elles,avaient vécu,99
Vivre,live,futur simple,Je,vivrai,99
Vivre,live,futur antérieur,J',aurai vécu,99
Vivre,live,futur simple,Tu,vivras,99
Vivre,live,futur antérieur,Tu,auras vécu,99
Vivre,live,futur simple,Il/elle,vivra,99
Vivre,live,futur antérieur,Il/elle,aura vécu,99
Vivre,live,futur simple,Nous,vivrons,99
Vivre,live,futur antérieur,Nous,aurons vécu,99
Vivre,live,futur simple,Vous,vivrez,99
Vivre,live,futur antérieur,Vous,aurez vécu,99
Vivre,live,futur simple,Ils/elles,vivront,99
Vivre,live,futur antérieur,Ils/elles,auront vécu,99
Vivre,live,conditionnel présent,Je,vivrais,99
Vivre,live,conditionnel passé,J',aurais vécu,99
Vivre,live,conditionnel présent,Tu,vivrais,99
Vivre,live,conditionnel passé,Tu,aurais vécu,99
Vivre,live,conditionnel présent,Il/elle,vivrait,99
Vivre,live,conditionnel passé,Il/elle,aurait vécu,99
Vivre,live,conditionnel présent,Nous,vivrions,99
Vivre,live,conditionnel passé,Nous,aurions vécu,99
Vivre,live,conditionnel présent,Vous,vivriez,99
Vivre,live,conditionnel passé,Vous,auriez vécu,99
Vivre,live,conditionnel présent,Ils/elles,vivraient,99
Vivre,live,conditionnel passé,Ils/elles,auraient vécu,99
Vivre,live,subjonctif présent,Que je,vive,99
Vivre,live,impératif présent,Tu,Vis,99
Vivre,live,subjonctif présent,Que tu,vives,99
Vivre,live,impératif présent,Nous,Vivons,99
Vivre,live,subjonctif présent,Qu'il/elle,vive,99
Vivre,live,impératif présent,Vous,Vivez,99
Vivre,live,subjonctif présent,Que nous,vivions,99
Vivre,live,subjonctif présent,Que vous,viviez,99
Vivre,live,subjonctif présent,Qu'ils/elles,vivent,99
Voir,see,présent,Je,vois,100
Voir,see,passé composé,J',ai vu,100
Voir,see,imparfait,Je,voyais,100
Voir,see,plus-que-parfait,J',avais vu,100
Voir,see,présent,Tu,vois,100
Voir,see,passé composé,Tu,as vu,100
Voir,see,imparfait,Tu,voyais,100
Voir,see,plus-que-parfait,Tu,avais vu,100
Voir,see,présent,Il/elle,voit,100
Voir,see,passé composé,Il/elle,a vu,100
Voir,see,imparfait,Il/elle,voyait,100
Voir,see,plus-que-parfait,Il/elle,avait vu,100
Voir,see,présent,Nous,voyons,100
Voir,see,passé composé,Nous,avons vu,100
Voir,see,imparfait,Nous,voyions,100
Voir,see,plus-que-parfait,Nous,avions vu,100
Voir,see,présent,Vous,voyez,100
Voir,see,passé composé,Vous,avez vu,100
Voir,see,imparfait,Vous,voyiez,100
Voir,see,plus-que-parfait,Vous,aviez vu,100
Voir,see,présent,Ils/elles,voient,100
Voir,see,passé composé,Ils/elles,ont vu,100
Voir,see,imparfait,Ils/elles,voyaient,100
Voir,see,plus-que-parfait,Ils/elles,avaient vu,100
Voir,see,futur simple,Je,verrai,100
Voir,see,futur antérieur,J',aurai vu,100
Voir,see,futur simple,Tu,verras,100
Voir,see,futur antérieur,Tu,auras vu,100
Voir,see,futur simple,Il/elle,verra,100
Voir,see,futur antérieur,Il/elle,aura vu,100
Voir,see,futur simple,Nous,verrons,100
Voir,see,futur antérieur,Nous,aurons vu,100
Voir,see,futur simple,Vous,verrez,100
Voir,see,futur antérieur,Vous,aurez vu,100
Voir,see,futur simple,Ils/elles,verront,100
Voir,see,futur antérieur,Ils/elles,auront vu,100
Voir,see,conditionnel présent,Je,verrais,100
Voir,see,conditionnel passé,J',aurais vu,100
Voir,see,conditionnel présent,Tu,verrais,100
Voir,see,conditionnel passé,Tu,aurais vu,100
Voir,see,conditionnel présent,Il/elle,verrait,100
Voir,see,conditionnel passé,Il/elle,aurait vu,100
Voir,see,conditionnel présent,Nous,verrions,100
Voir,see,conditionnel passé,Nous,aurions vu,100
Voir,see,conditionnel présent,Vous,verriez,100
Voir,see,conditionnel passé,Vous,auriez vu,100
Voir,see,conditionnel présent,Ils/elles,verraient,100
Voir,see,conditionnel passé,Ils/elles,auraient vu,100
Voir,see,subjonctif présent,Que je,voie,100
Voir,see,impératif présent,Tu,Vois,100
Voir,see,subjonctif présent,Que tu,voies,100
Voir,see,impératif présent,Nous,Voyons,100
Voir,see,subjonctif présent,Qu'il/elle,voie,100
Voir,see,impératif présent,Vous,Voyez,100
Voir,see,subjonctif présent,Que nous,voyions,100
Voir,see,subjonctif présent,Que vous,voyiez,100
Voir,see,subjonctif présent,Qu'ils/elles,voient,100
Vouloir,want,présent,Je,veux,101
Vouloir,want,passé composé,J',ai voulu,101
Vouloir,want,imparfait,Je,voulais,101
Vouloir,want,plus-que-parfait,J',avais voulu,101
Vouloir,want,présent,Tu,veux,101
Vouloir,want,passé composé,Tu,as voulu,101
Vouloir,want,imparfait,Tu,voulais,101
Vouloir,want,plus-que-parfait,Tu,avais voulu,101
Vouloir,want,présent,Il/elle,veut,101
Vouloir,want,passé composé,Il/elle,a voulu,101
Vouloir,want,imparfait,Il/elle,voulait,101
Vouloir,want,plus-que-parfait,Il/elle,avait voulu,101
Vouloir,want,présent,Nous,voulons,101
Vouloir,want,passé composé,Nous,avons voulu,101
Vouloir,want,imparfait,Nous,voulions,101
Vouloir,want,plus-que-parfait,Nous,avions voulu,101
Vouloir,want,présent,Vous,voulez,101
Vouloir,want,passé composé,Vous,avez voulu,101
Vouloir,want,imparfait,Vous,vouliez,101
Vouloir,want,plus-que-parfait,Vous,aviez voulu,101
Vouloir,want,présent,Ils/elles,veulent,101
Vouloir,want,passé composé,Ils/elles,ont voulu,101
Vouloir,want,imparfait,Ils/elles,voulaient,101
Vouloir,want,plus-que-parfait,Ils/elles,avaient voulu,101
Vouloir,want,futur simple,Je,voudrai,101
Vouloir,want,futur antérieur,J',aurai voulu,101
Vouloir,want,futur simple,Tu,voudras,101
Vouloir,want,futur antérieur,Tu,auras voulu,101
Vouloir,want,futur simple,Il/elle,voudra,101
Vouloir,want,futur antérieur,Il/elle,aura voulu,101
Vouloir,want,futur simple,Nous,voudrons,101
Vouloir,want,futur antérieur,Nous,aurons voulu,101
Vouloir,want,futur simple,Vous,voudrez,101
Vouloir,want,futur antérieur,Vous,aurez voulu,101
Vouloir,want,futur simple,Ils/elles,voudront,101
Vouloir,want,futur antérieur,Ils/elles,auront voulu,101
Vouloir,want,conditionnel présent,Je,voudrais,101
Vouloir,want,conditionnel passé,J',aurais voulu,101
Vouloir,want,conditionnel présent,Tu,voudrais,101
Vouloir,want,conditionnel passé,Tu,aurais voulu,101
Vouloir,want,conditionnel présent,Il/elle,voudrait,101
Vouloir,want,conditionnel passé,Il/elle,aurait voulu,101
Vouloir,want,conditionnel présent,Nous,voudrions,101
Vouloir,want,conditionnel passé,Nous,aurions voulu,101
Vouloir,want,conditionnel présent,Vous,voudriez,101
Vouloir,want,conditionnel passé,Vous,auriez voulu,101
Vouloir,want,conditionnel présent,Ils/elles,voudraient,101
Vouloir,want,conditionnel passé,Ils/elles,auraient voulu,101
Vouloir,want,subjonctif présent,Que je,veuille,101
Vouloir,want,impératif présent,Tu,Veux,101
Vouloir,want,subjonctif présent,Que tu,veuilles,101
Vouloir,want,impératif présent,Nous,Voulons,101
