verb,meaning,tense,pronoun,form,page
Craindre,fear,subjonctif présent,Que nous,craignions,65
Craindre,fear,subjonctif présent,Que vous,craignions,65
Craindre,fear,subjonctif présent,Qu'ils/elles,craignent,65
Atteindre,reach,présent,J',atteins,66
Atteindre,reach,passé composé,J',ai atteint,66
Atteindre,reach,imparfait,J',atteignais,66
Atteindre,reach,plus-que-parfait,J',avais atteint,66
Atteindre,reach,présent,Tu,atteins,66
Atteindre,reach,passé composé,Tu,as atteint,66
Atteindre,reach,imparfait,Tu,atteignais,66
Atteindre,reach,plus-que-parfait,Tu,avais atteint,66
Atteindre,reach,présent,Il/elle,atteint,66
Atteindre,reach,passé composé,Il/elle,a atteint,66
Atteindre,reach,imparfait,Il/elle,atteignait,66
Atteindre,reach,plus-que-parfait,Il/elle,avait atteint,66
Atteindre,reach,présent,Nous,atteignons,66
Atteindre,reach,passé composé,Nous,avons atteint,66
Atteindre,reach,imparfait,Nous,atteignions,66
Atteindre,reach,plus-que-parfait,Nous,avions atteint,66
Atteindre,reach,présent,Vous,atteignez,66
Atteindre,reach,passé composé,Vous,avez atteint,66
Atteindre,reach,imparfait,Vous,atteigniez,66
Atteindre,reach,plus-que-parfait,Vous,aviez atteint,66
Atteindre,reach,présent,Ils/elles,atteignent,66
Atteindre,reach,passé composé,Ils/elles,ont atteint,66
Atteindre,reach,imparfait,Ils/elles,atteignaient,66
Atteindre,reach,plus-que-parfait,Ils/elles,avaient atteint,66
Atteindre,reach,futur simple,J',atteindrai,66
Atteindre,reach,futur antérieur,J',aurai atteint,66
Atteindre,reach,futur simple,Tu,atteindras,66
Atteindre,reach,futur antérieur,Tu,auras atteint,66
Atteindre,reach,futur simple,Il/elle,atteindra,66
Atteindre,reach,futur antérieur,Il/elle,aura atteint,66
Atteindre,reach,futur simple,Nous,atteindrions,66
Atteindre,reach,futur antérieur,Nous,aurons atteint,66
Atteindre,reach,futur simple,Vous,atteindriez,66
Atteindre,reach,futur antérieur,Vous,aurez atteint,66
Atteindre,reach,futur simple,Ils/elles,atteindront,66
Atteindre,reach,futur antérieur,Ils/elles,auront atteint,66
Atteindre,reach,conditionnel présent,J',atteindrais,66
Atteindre,reach,conditionnel passé,J',aurais atteint,66
Atteindre,reach,conditionnel présent,Tu,atteindrais,66
Atteindre,reach,conditionnel passé,Tu,aurais atteint,66
Atteindre,reach,conditionnel présent,Il/elle,atteindrait,66
Atteindre,reach,conditionnel passé,Il/elle,aurait atteint,66
Atteindre,reach,conditionnel présent,Nous,atteindrions,66
Atteindre,reach,conditionnel passé,Nous,aurions atteint,66
Atteindre,reach,conditionnel présent,Vous,atteindriez,66
Atteindre,reach,conditionnel passé,Vous,auriez atteint,66
Atteindre,reach,conditionnel présent,Ils/elles,atteindraient,66
Atteindre,reach,conditionnel passé,Ils/elles,auraient atteint,66
Atteindre,reach,conditionnel présent,Tu,),66
Atteindre,reach,subjonctif présent,Que tu,atteignes,66
Atteindre,reach,impératif présent,Nous,Atteignons,66
Atteindre,reach,subjonctif présent,Qu'il/elle,atteigne,66
Atteindre,reach,impératif présent,Vous,Atteignez,66
Atteindre,reach,subjonctif présent,Que nous,atteignions,66
Atteindre,reach,subjonctif présent,Que vous,atteigniez,66
Atteindre,reach,subjonctif présent,Qu'ils/elles,atteignent,66
Rejoindre,join,présent,Je,rejoins,67
Rejoindre,join,passé composé,J',ai rejoint,67
Rejoindre,join,imparfait,Je,rejoignais,67
Rejoindre,join,plus-que-parfait,J',avais rejoint,67
Rejoindre,join,présent,Tu,rejoins,67
Rejoindre,join,passé composé,Tu,as rejoint,67
Rejoindre,join,imparfait,Tu,rejoignais,67
Rejoindre,join,plus-que-parfait,Tu,avais rejoint,67
Rejoindre,join,présent,Il/elle,rejoint,67
Rejoindre,join,passé composé,Il/elle,a rejoint,67
Rejoindre,join,imparfait,Il/elle,rejoignait,67
Rejoindre,join,plus-que-parfait,Il/elle,avait rejoint,67
Rejoindre,join,présent,Nous,rejoignons,67
Rejoindre,join,passé composé,Nous,avons rejoint,67
Rejoindre,join,imparfait,Nous,rejoignions,67
Rejoindre,join,plus-que-parfait,Nous,avions rejoint,67
Rejoindre,join,présent,Vous,rejoignez,67
Rejoindre,join,passé composé,Vous,avez rejoint,67
Rejoindre,join,imparfait,Vous,rejoigniez,67
Rejoindre,join,plus-que-parfait,Vous,aviez rejoint,67
Rejoindre,join,présent,Ils/elles,rejoignent,67
Rejoindre,join,passé composé,Ils/elles,ont rejoint,67
Rejoindre,join,imparfait,Ils/elles,rejoignaient,67
Rejoindre,join,plus-que-parfait,Ils/elles,avaient rejoint,67
Rejoindre,join,futur simple,Je,rejoindrai,67
Rejoindre,join,futur antérieur,J',aurai rejoint,67
Rejoindre,join,futur simple,Tu,rejoindras,67
Rejoindre,join,futur antérieur,Tu,auras rejoint,67
Rejoindre,join,futur simple,Il/elle,rejoindra,67
Rejoindre,join,futur antérieur,Il/elle,aura rejoint,67
Rejoindre,join,futur simple,Nous,rejoindrons,67
Rejoindre,join,futur antérieur,Nous,aurons rejoint,67
Rejoindre,join,futur simple,Vous,rejoindrez,67
Rejoindre,join,futur antérieur,Vous,aurez rejoint,67
Rejoindre,join,futur simple,Ils/elles,rejoindront,67
Rejoindre,join,futur antérieur,Ils/elles,auront rejoint,67
Rejoindre,join,conditionnel présent,Je,rejoindrais,67
Rejoindre,join,conditionnel passé,J',aurais rejoint,67
Rejoindre,join,conditionnel présent,Tu,rejoindrais,67
Rejoindre,join,conditionnel passé,Tu,aurais rejoint,67
Rejoindre,join,conditionnel présent,Il/elle,rejoindrait,67
Rejoindre,join,conditionnel passé,Il/elle,aurait rejoint,67
Rejoindre,join,conditionnel présent,Nous,rejoindrions,67
Rejoindre,join,conditionnel passé,Nous,aurions rejoint,67
Rejoindre,join,conditionnel présent,Vous,rejoindriez,67
Rejoindre,join,conditionnel passé,Vous,auriez rejoint,67
Rejoindre,join,conditionnel présent,Ils/elles,rejoindraient,67
Rejoindre,join,conditionnel passé,Ils/elles,auraient rejoint,67
Rejoindre,join,subjonctif présent,Que je,rejoigne,67
Rejoindre,join,impératif présent,Tu,Rejoins,67
Rejoindre,join,subjonctif présent,Que tu,rejoignes,67
Rejoindre,join,impératif présent,Nous,Rejoignons,67
Rejoindre,join,subjonctif présent,Qu'il/elle,rejoigne,67
Rejoindre,join,impératif présent,Vous,Rejoignez,67
Rejoindre,join,subjonctif présent,Que nous,rejoignons,67
Rejoindre,join,subjonctif présent,Que vous,rejoignez,67
Rejoindre,join,subjonctif présent,Qu'ils/elles,rejoignent,67
Résoudre,resolve,présent,Je,résous,68
Résoudre,resolve,passé composé,J',ai résolu,68
Résoudre,resolve,imparfait,Je,résolvais,68
Résoudre,resolve,plus-que-parfait,J',avais résolu,68
Résoudre,resolve,présent,Tu,résous,68
Résoudre,resolve,passé composé,Tu,as résolu,68
Résoudre,resolve,imparfait,Tu,résolvais,68
Résoudre,resolve,plus-que-parfait,Tu,avais résolu,68
Résoudre,resolve,présent,Il/elle,résout,68
Résoudre,resolve,passé composé,Il/elle,a résolu,68
Résoudre,resolve,imparfait,Il/elle,résolvait,68
Résoudre,resolve,plus-que-parfait,Il/elle,avait résolu,68
Résoudre,resolve,présent,Nous,résolvons,68
Résoudre,resolve,passé composé,Nous,avons résolu,68
Résoudre,resolve,imparfait,Nous,résolvions,68
Résoudre,resolve,plus-que-parfait,Nous,avions résolu,68
Résoudre,resolve,présent,Vous,résolvez,68
Résoudre,resolve,passé composé,Vous,avez résolu,68
Résoudre,resolve,imparfait,Vous,résolviez,68
Résoudre,resolve,plus-que-parfait,Vous,aviez résolu,68
Résoudre,resolve,présent,Ils/elles,résolvent,68
Résoudre,resolve,passé composé,Ils/elles,ont résolu,68
Résoudre,resolve,imparfait,Ils/elles,résolvaient,68
Résoudre,resolve,plus-que-parfait,Ils/elles,avaient résolu,68
Résoudre,resolve,futur simple,Je,résoudrai,68
Résoudre,resolve,futur antérieur,J',aurai résolu,68
Résoudre,resolve,futur simple,Tu,résoudras,68
Résoudre,resolve,futur antérieur,Tu,auras résolu,68
Résoudre,resolve,futur simple,Il/elle,résoudra,68
Résoudre,resolve,futur antérieur,Il/elle,aura résolu,68
Résoudre,resolve,futur simple,Nous,résoudrons,68
Résoudre,resolve,futur antérieur,Nous,aurons résolu,68
Résoudre,resolve,futur simple,Vous,résoudrez,68
Résoudre,resolve,futur antérieur,Vous,aurez résolu,68
Résoudre,resolve,futur simple,Ils/elles,résoudront,68
Résoudre,resolve,futur antérieur,Ils/elles,auront résolu,68
Résoudre,resolve,conditionnel présent,Je,résoudrais,68
Résoudre,resolve,conditionnel passé,J',aurais résolu,68
Résoudre,resolve,conditionnel présent,Tu,résoudrais,68
Résoudre,resolve,conditionnel passé,Tu,aurais résolu,68
Résoudre,resolve,conditionnel présent,Il/elle,résoudrait,68
Résoudre,resolve,conditionnel passé,Il/elle,aurait résolu,68
Résoudre,resolve,conditionnel présent,Nous,résoudrions,68
Résoudre,resolve,conditionnel passé,Nous,aurions résolu,68
Résoudre,resolve,conditionnel présent,Vous,résoudriez,68
Résoudre,resolve,conditionnel passé,Vous,auriez résolu,68
Résoudre,resolve,conditionnel présent,Ils/elles,résoudraient,68
Résoudre,resolve,conditionnel passé,Ils/elles,auraient résolu,68
Résoudre,resolve,subjonctif présent,Que je,résolve,68
Résoudre,resolve,impératif présent,Tu,Résous,68
Résoudre,resolve,subjonctif présent,Que tu,résolves,68
Résoudre,resolve,impératif présent,Nous,Résolvons,68
Résoudre,resolve,subjonctif présent,Qu'il/elle,résolve,68
Résoudre,resolve,impératif présent,Vous,Résolvez,68
Résoudre,resolve,subjonctif présent,Que nous,résolvions,68
Résoudre,resolve,subjonctif présent,Que vous,résolviez,68
Résoudre,resolve,subjonctif présent,Qu'ils/elles,résolvent,68
Aller,go,présent,Je,vais,70
Aller,go,passé composé,Je,suis allé,70
Aller,go,imparfait,J',allais,70
Aller,go,plus-que-parfait,J',étais allé,70
Aller,go,présent,Tu,vas,70
Aller,go,passé composé,Tu,es allé,70
Aller,go,imparfait,Tu,allais,70
Aller,go,plus-que-parfait,Tu,étais allé,70
Aller,go,présent,Il/elle,va,70
Aller,go,passé composé,Il/elle,est allé,70
Aller,go,imparfait,Il/elle,allait,70
Aller,go,plus-que-parfait,Il/elle,était allé,70
Aller,go,présent,Nous,allons,70
Aller,go,passé composé,Nous,sommes allés,70
Aller,go,imparfait,Nous,allions,70
Aller,go,plus-que-parfait,Nous,étions allés,70
Aller,go,présent,Vous,allez,70
Aller,go,passé composé,Vous,êtes allés,70
Aller,go,imparfait,Vous,alliez,70
Aller,go,plus-que-parfait,Vous,étiez allés,70
Aller,go,présent,Ils/elles,vont,70
Aller,go,passé composé,Ils/elles,sont allés,70
Aller,go,imparfait,Ils/elles,allaient,70
Aller,go,plus-que-parfait,Ils/elles,étaient allés,70
Aller,go,futur simple,J',irai,70
Aller,go,futur antérieur,Je,serai allé,70
Aller,go,futur simple,Tu,iras,70
Aller,go,futur antérieur,Tu,seras allé,70
Aller,go,futur simple,Il/elle,ira,70
Aller,go,futur antérieur,Il/elle,sera allé,70
Aller,go,futur simple,Nous,irons,70
Aller,go,futur antérieur,Nous,serons allés,70
Aller,go,futur simple,Vous,irez,70
Aller,go,futur antérieur,Vous,serez allés,70
Aller,go,futur simple,Ils/elles,iront,70
Aller,go,futur antérieur,Ils/elles,seront allés,70
Aller,go,conditionnel présent,J',irais,70
Aller,go,conditionnel passé,Je,serais allé,70
Aller,go,conditionnel présent,Tu,irais,70
Aller,go,conditionnel passé,Tu,serais allé,70
Aller,go,conditionnel présent,Il/elle,irait,70
Aller,go,conditionnel passé,Il/elle,serait allé,70
Aller,go,conditionnel présent,Nous,irions,70
Aller,go,conditionnel passé,Nous,serions allés,70
Aller,go,conditionnel présent,Vous,iriez,70
Aller,go,conditionnel passé,Vous,seriez allés,70
Aller,go,conditionnel présent,Ils/elles,iraient,70
Aller,go,conditionnel passé,Ils/elles,seraient allés,70
Aller,go,conditionnel présent,Tu,),70
Aller,go,subjonctif présent,Que tu,ailles,70
Aller,go,impératif présent,Nous,Allons,70
Aller,go,subjonctif présent,Qu'il/elle,aille,70
Aller,go,impératif présent,Vous,Allez,70
Aller,go,subjonctif présent,Que nous,aillions,70
Aller,go,subjonctif présent,Que vous,ailliez,70
Aller,go,subjonctif présent,Qu'ils/elles,aillent,70
Asseoir,sit down,présent,J',assieds,71
Asseoir,sit down,passé composé,J',ai assis,71
Asseoir,sit down,imparfait,J',asseyais,71
Asseoir,sit down,plus-que-parfait,J',avais assis,71
Asseoir,sit down,présent,Tu,assieds,71
Asseoir,sit down,passé composé,Tu,as assis,71
Asseoir,sit down,imparfait,Tu,asseyais,71
Asseoir,sit down,plus-que-parfait,Tu,avais assis,71
Asseoir,sit down,présent,Il/elle,assied,71
Asseoir,sit down,passé composé,Il/elle,a assis,71
Asseoir,sit down,imparfait,Il/elle,asseyait,71
Asseoir,sit down,plus-que-parfait,Il/elle,avait assis,71
Asseoir,sit down,présent,Nous,asseyons,71
Asseoir,sit down,passé composé,Nous,avons assis,71
Asseoir,sit down,imparfait,Nous,asseyions,71
Asseoir,sit down,plus-que-parfait,Nous,avions assis,71
Asseoir,sit down,présent,Vous,asseyez,71
Asseoir,sit down,passé composé,Vous,avez assis,71
Asseoir,sit down,imparfait,Vous,asseyiez,71
Asseoir,sit down,plus-que-parfait,Vous,aviez assis,71
Asseoir,sit down,présent,Ils/elles,asseyent,71
Asseoir,sit down,passé composé,Ils/elles,ont assis,71
Asseoir,sit down,imparfait,Ils/elles,asseyaient,71
Asseoir,sit down,plus-que-parfait,Ils/elles,avaient assis,71
Asseoir,sit down,futur simple,J',assiérai,71
Asseoir,sit down,futur antérieur,J',aurai assis,71
Asseoir,sit down,futur simple,Tu,assiéras,71
Asseoir,sit down,futur antérieur,Tu,auras assis,71
Asseoir,sit down,futur simple,Il/elle,assiéra,71
Asseoir,sit down,futur antérieur,Il/elle,aura assis,71
Asseoir,sit down,futur simple,Nous,assiérons,71
Asseoir,sit down,futur antérieur,Nous,aurons assis,71
Asseoir,sit down,futur simple,Vous,assiérez,71
Asseoir,sit down,futur antérieur,Vous,aurez assis,71
Asseoir,sit down,futur simple,Ils/elles,assiéront,71
Asseoir,sit down,futur antérieur,Ils/elles,auront assis,71
Asseoir,sit down,conditionnel présent,J',assiérais,71
Asseoir,sit down,conditionnel passé,J',aurais assis,71
Asseoir,sit down,conditionnel présent,Tu,assiérais,71
Asseoir,sit down,conditionnel passé,Tu,aurais assis,71
Asseoir,sit down,conditionnel présent,Il/elle,assiérait,71
Asseoir,sit down,conditionnel passé,Il/elle,aurait assis,71
Asseoir,sit down,conditionnel présent,Nous,assiérions,71
Asseoir,sit down,conditionnel passé,Nous,aurions assis,71
Asseoir,sit down,conditionnel présent,Vous,assiériez,71
Asseoir,sit down,conditionnel passé,Vous,auriez assis,71
Asseoir,sit down,conditionnel présent,Ils/elles,assiéraient,71
Asseoir,sit down,conditionnel passé,Ils/elles,auraient assis,71
Asseoir,sit down,conditionnel présent,Tu,),71
Asseoir,sit down,subjonctif présent,Que tu,asseyes,71
Asseoir,sit down,impératif présent,Nous,Asseyons,71
Asseoir,sit down,subjonctif présent,Qu'il/elle,asseye,71
Asseoir,sit down,impératif présent,Vous,Asseyez,71
Asseoir,sit down,subjonctif présent,Que nous,asseyions,71
Asseoir,sit down,subjonctif présent,Que vous,asseyiez,71
Asseoir,sit down,subjonctif présent,Qu'ils/elles,asseyent,71
Battre,beat,présent,Je,bats,72
Battre,beat,passé composé,J',ai battu,72
Battre,beat,imparfait,Je,battais,72
Battre,beat,plus-que-parfait,J',avais battu,72
Battre,beat,présent,Tu,bats,72
Battre,beat,passé composé,Tu,as battu,72
Battre,beat,imparfait,Tu,battais,72
Battre,beat,plus-que-parfait,Tu,avais battu,72
Battre,beat,présent,Il/elle,bat,72
Battre,beat,passé composé,Il/elle,a battu,72
Battre,beat,imparfait,Il/elle,battait,72
Battre,beat,plus-que-parfait,Il/elle,avait battu,72
Battre,beat,présent,Nous,battons,72
Battre,beat,passé composé,Nous,avons battu,72
Battre,beat,imparfait,Nous,battions,72
Battre,beat,plus-que-parfait,Nous,avions battu,72
Battre,beat,présent,Vous,battez,72
Battre,beat,passé composé,Vous,avez battu,72
Battre,beat,imparfait,Vous,battiez,72
Battre,beat,plus-que-parfait,Vous,aviez battu,72
Battre,beat,présent,Ils/elles,battent,72
Battre,beat,passé composé,Ils/elles,ont battu,72
Battre,beat,imparfait,Ils/elles,battaient,72
Battre,beat,plus-que-parfait,Ils/elles,avaient battu,72
Battre,beat,futur simple,Je,battrai,72
Battre,beat,futur antérieur,J',aurai battu,72
Battre,beat,futur simple,Tu,battras,72
Battre,beat,futur antérieur,Tu,auras battu,72
Battre,beat,futur simple,Il/elle,battra,72
Battre,beat,futur antérieur,Il/elle,aura battu,72
Battre,beat,futur simple,Nous,battrons,72
Battre,beat,futur antérieur,Nous,aurons battu,72
Battre,beat,futur simple,Vous,battrez,72
Battre,beat,futur antérieur,Vous,aurez battu,72
Battre,beat,futur simple,Ils/elles,battront,72
Battre,beat,futur antérieur,Ils/elles,auront battu,72
Battre,beat,conditionnel présent,Je,battrais,72
Battre,beat,conditionnel passé,J',aurais battu,72
Battre,beat,conditionnel présent,Tu,battrais,72
Battre,beat,conditionnel passé,Tu,aurais battu,72
Battre,beat,conditionnel présent,Il/elle,battrait,72
Battre,beat,conditionnel passé,Il/elle,aurait battu,72
Battre,beat,conditionnel présent,Nous,battrions,72
Battre,beat,conditionnel passé,Nous,aurions battu,72
Battre,beat,conditionnel présent,Vous,battriez,72
Battre,beat,conditionnel passé,Vous,auriez battu,72
Battre,beat,conditionnel présent,Ils/elles,battraient,72
Battre,beat,conditionnel passé,Ils/elles,auraient battu,72
Battre,beat,subjonctif présent,Que je,batte,72
Battre,beat,impératif présent,Tu,Bats,72
Battre,beat,subjonctif présent,Que tu,battes,72
Battre,beat,impératif présent,Nous,Battons,72
Battre,beat,subjonctif présent,Qu'il/elle,batte,72
Battre,beat,impératif présent,Vous,Battez,72
Battre,beat,subjonctif présent,Que nous,battions,72
Battre,beat,subjonctif présent,Que vous,battiez,72
Battre,beat,subjonctif présent,Qu'ils/elles,battent,72
Boire,drink,présent,Je,bois,73
Boire,drink,passé composé,J',ai bu,73
Boire,drink,imparfait,Je,buvais,73
Boire,drink,plus-que-parfait,J',avais bu,73
Boire,drink,présent,Tu,bois,73
Boire,drink,passé composé,Tu,as bu,73
Boire,drink,imparfait,Tu,buvais,73
Boire,drink,plus-que-parfait,Tu,avais bu,73
Boire,drink,présent,Il/elle,bois,73
Boire,drink,passé composé,Il/elle,a bu,73
Boire,drink,imparfait,Il/elle,buvait,73
Boire,drink,plus-que-parfait,Il/elle,avait bu,73
Boire,drink,présent,Nous,buvons,73
Boire,drink,passé composé,Nous,avons bu,73
Boire,drink,imparfait,Nous,buvions,73
Boire,drink,plus-que-parfait,Nous,avions bu,73
Boire,drink,présent,Vous,buvez,73
Boire,drink,passé composé,Vous,avez bu,73
Boire,drink,imparfait,Vous,buviez,73
Boire,drink,plus-que-parfait,Vous,aviez bu,73
Boire,drink,présent,Ils/elles,boivent,73
Boire,drink,passé composé,Ils/elles,ont bu,73
Boire,drink,imparfait,Ils/elles,buvaient,73
Boire,drink,plus-que-parfait,Ils/elles,avaient bu,73
Boire,drink,futur simple,Je,boirai,73
Boire,drink,futur antérieur,J',aurai bu,73
Boire,drink,futur simple,Tu,boiras,73
Boire,drink,futur antérieur,Tu,auras bu,73
Boire,drink,futur simple,Il/elle,boira,73
Boire,drink,futur antérieur,Il/elle,aura bu,73
Boire,drink,futur simple,Nous,boirons,73
Boire,drink,futur antérieur,Nous,aurons bu,73
Boire,drink,futur simple,Vous,boirez,73
Boire,drink,futur antérieur,Vous,aurez bu,73
Boire,drink,futur simple,Ils/elles,boiront,73
Boire,drink,futur antérieur,Ils/elles,auront bu,73
Boire,drink,conditionnel présent,Je,boirai,73
Boire,drink,conditionnel passé,J',aurais bu,73
Boire,drink,conditionnel présent,Tu,boirais,73
Boire,drink,conditionnel passé,Tu,aurais bu,73
Boire,drink,conditionnel présent,Il/elle,boirait,73
Boire,drink,conditionnel passé,Il/elle,aurait bu,73
Boire,drink,conditionnel présent,Nous,boirions,73
Boire,drink,conditionnel passé,Nous,aurions bu,73
Boire,drink,conditionnel présent,Vous,boiriez,73
Boire,drink,conditionnel passé,Vous,auriez bu,73
Boire,drink,conditionnel présent,Ils/elles,boiraient,73
Boire,drink,conditionnel passé,Ils/elles,auraient bu,73
Boire,drink,subjonctif présent,Que je,boive,73
Boire,drink,impératif présent,Tu,Bois,73
Boire,drink,subjonctif présent,Que tu,boives,73
Boire,drink,impératif présent,Nous,Buvons,73
Boire,drink,subjonctif présent,Qu'il/elle,boive,73
Boire,drink,impératif présent,Vous,Buvez,73
Boire,drink,subjonctif présent,Que nous,buvions,73
Boire,drink,subjonctif présent,Que vous,buviez,73
Boire,drink,subjonctif présent,Qu'ils/elles,boivent,73
Bouillir,boil,présent,Je,bous,74
Bouillir,boil,passé composé,J',ai bouilli,74
Bouillir,boil,imparfait,Je,bouillais,74
Bouillir,boil,plus-que-parfait,J',avais bouilli,74
Bouillir,boil,présent,Tu,bous,74
Bouillir,boil,passé composé,Tu,as bouilli,74
Bouillir,boil,imparfait,Tu,bouillais,74
Bouillir,boil,plus-que-parfait,Tu,avais bouilli,74
Bouillir,boil,présent,Il/elle,bout,74
Bouillir,boil,passé composé,Il/elle,a bouilli,74
Bouillir,boil,imparfait,Il/elle,bouillait,74
Bouillir,boil,plus-que-parfait,Il/elle,avait bouilli,74
Bouillir,boil,présent,Nous,bouillons,74
Bouillir,boil,passé composé,Nous,avons bouilli,74
Bouillir,boil,imparfait,Nous,bouillions,74
Bouillir,boil,plus-que-parfait,Nous,avions bouilli,74
Bouillir,boil,présent,Vous,bouillez,74
Bouillir,boil,passé composé,Vous,avez bouilli,74
Bouillir,boil,imparfait,Vous,bouilliez,74
Bouillir,boil,plus-que-parfait,Vous,aviez bouilli,74
Bouillir,boil,présent,Ils/elles,bouillent,74
Bouillir,boil,passé composé,Ils/elles,ont bouilli,74
Bouillir,boil,imparfait,Ils/elles,bouillaient,74
Bouillir,boil,plus-que-parfait,Ils/elles,avaient bouilli,74
Bouillir,boil,futur simple,Je,bouillirai,74
Bouillir,boil,futur antérieur,J',aurai bouilli,74
Bouillir,boil,futur simple,Tu,bouilliras,74
Bouillir,boil,futur antérieur,Tu,auras bouilli,74
Bouillir,boil,futur simple,Il/elle,bouillira,74
Bouillir,boil,futur antérieur,Il/elle,aura bouilli,74
Bouillir,boil,futur simple,Nous,bouillirons,74
Bouillir,boil,futur antérieur,Nous,aurons bouilli,74
Bouillir,boil,futur simple,Vous,bouillirez,74
Bouillir,boil,futur antérieur,Vous,aurez bouilli,74
Bouillir,boil,futur simple,Ils/elles,bouilliront,74
Bouillir,boil,futur antérieur,Ils/elles,auront bouilli,74
Bouillir,boil,conditionnel présent,Je,bouillirais,74
Bouillir,boil,conditionnel passé,J',aurais bouilli,74
Bouillir,boil,conditionnel présent,Tu,bouillirais,74
Bouillir,boil,conditionnel passé,Tu,aurais bouilli,74
Bouillir,boil,conditionnel présent,Il/elle,bouillirait,74
Bouillir,boil,conditionnel passé,Il/elle,aurait bouilli,74
Bouillir,boil,conditionnel présent,Nous,bouillirions,74
Bouillir,boil,conditionnel passé,Nous,aurions bouilli,74
Bouillir,boil,conditionnel présent,Vous,bouilliriez,74
Bouillir,boil,conditionnel passé,Vous,auriez bouilli,74
Bouillir,boil,conditionnel présent,Ils/elles,bouilliraient,74
Bouillir,boil,conditionnel passé,Ils/elles,auraient bouilli,74
Bouillir,boil,subjonctif présent,Que je,bouille,74
Bouillir,boil,impératif présent,Tu,Bous,74
Bouillir,boil,subjonctif présent,Que tu,bouilles,74
Bouillir,boil,impératif présent,Nous,Bouillons,74
Bouillir,boil,subjonctif présent,Qu'il/elle,bouille,74
Bouillir,boil,impératif présent,Vous,Bouillez,74
Bouillir,boil,subjonctif présent,Que nous,bouillions,74
Bouillir,boil,subjonctif présent,Que vous,bouilliez,74
Bouillir,boil,subjonctif présent,Qu'ils/elles,bouillent,74
Coudre,sew,présent,Je,couds,75
Coudre,sew,passé composé,J',ai cousu,75
Coudre,sew,imparfait,Je,cousais,75
Coudre,sew,plus-que-parfait,J',avais cousu,75
Coudre,sew,présent,Tu,couds,75
Coudre,sew,passé composé,Tu,as cousu,75
Coudre,sew,imparfait,Tu,cousais,75
Coudre,sew,plus-que-parfait,Tu,avais cousu,75
Coudre,sew,présent,Il/elle,coud,75
Coudre,sew,passé composé,Il/elle,a cousu,75
Coudre,sew,imparfait,Il/elle,cousait,75
Coudre,sew,plus-que-parfait,Il/elle,avait cousu,75
Coudre,sew,présent,Nous,cousons,75
Coudre,sew,passé composé,Nous,avons cousu,75
Coudre,sew,imparfait,Nous,cousons,75
Coudre,sew,plus-que-parfait,Nous,avions cousu,75
Coudre,sew,présent,Vous,cousez,75
Coudre,sew,passé composé,Vous,avez cousu,75
Coudre,sew,imparfait,Vous,cousez,75
Coudre,sew,plus-que-parfait,Vous,aviez cousu,75
Coudre,sew,présent,Ils/elles,cousent,75
Coudre,sew,passé composé,Ils/elles,ont cousu,75
Coudre,sew,imparfait,Ils/elles,cousaient,75
Coudre,sew,plus-que-parfait,Ils/elles,avaient cousu,75
Coudre,sew,futur simple,Je,coudrai,75
Coudre,sew,futur antérieur,J',aurai cousu,75
Coudre,sew,futur simple,Tu,coudras,75
Coudre,sew,futur antérieur,Tu,auras cousu,75
Coudre,sew,futur simple,Il/elle,coudra,75
Coudre,sew,futur antérieur,Il/elle,aura cousu,75
Coudre,sew,futur simple,Nous,coudrons,75
Coudre,sew,futur antérieur,Nous,aurons cousu,75
Coudre,sew,futur simple,Vous,coudrez,75
Coudre,sew,futur antérieur,Vous,aurez cousu,75
Coudre,sew,futur simple,Ils/elles,coudront,75
Coudre,sew,futur antérieur,Ils/elles,auront cousu,75
Coudre,sew,conditionnel présent,Je,coudrais,75
Coudre,sew,conditionnel passé,J',aurais cousu,75
Coudre,sew,conditionnel présent,Tu,coudrais,75
Coudre,sew,conditionnel passé,Tu,aurais cousu,75
Coudre,sew,conditionnel présent,Il/elle,coudrait,75
Coudre,sew,conditionnel passé,Il/elle,aurait cousu,75
Coudre,sew,conditionnel présent,Nous,coudrions,75
Coudre,sew,conditionnel passé,Nous,aurions cousu,75
Coudre,sew,conditionnel présent,Vous,coudriez,75
Coudre,sew,conditionnel passé,Vous,auriez cousu,75
Coudre,sew,conditionnel présent,Ils/elles,coudraient,75
Coudre,sew,conditionnel passé,Ils/elles,auraient cousu,75
Coudre,sew,subjonctif présent,Que je,couse,75
Coudre,sew,impératif présent,Tu,Couds,75
Coudre,sew,subjonctif présent,Que tu,couses,75
Coudre,sew,impératif présent,Nous,Cousons,75
Coudre,sew,subjonctif présent,Qu'il/elle,couse,75
Coudre,sew,impératif présent,Vous,Cousez,75
Coudre,sew,subjonctif présent,Que nous,cousons,75
Coudre,sew,subjonctif présent,Que vous,cousez,75
Coudre,sew,subjonctif présent,Qu'ils/elles,cousent,75
Courir,run,présent,Je,cours,76
Courir,run,passé composé,J',ai couru,76
Courir,run,imparfait,Je,courais,76
Courir,run,plus-que-parfait,J',avais couru,76
Courir,run,présent,Tu,cours,76
Courir,run,passé composé,Tu,as couru,76
Courir,run,imparfait,Tu,courais,76
Courir,run,plus-que-parfait,Tu,avais couru,76
Courir,run,présent,Il/elle,court,76
Courir,run,passé composé,Il/elle,a couru,76
Courir,run,imparfait,Il/elle,courait,76
Courir,run,plus-que-parfait,Il/elle,avait couru,76
